Protein.ID	HRD
jg18496.t1	polyamine oxidase
jg18489.t1	pentatricopeptide repeat isoform
jg155381.t1	gdsl esterase lipase at5g22810
jg11938.t1	sterol c methyltransferase
jg11926.t1	ent kaurenoic acid oxidase
jg11924.t1	cytochrome p450
jg11908.t1	abscisic acid hydroxylase
jg11905.t1	cytochrome p450
jg73342.t1	dna topoisomerase
jg73344.t1	cation h + antiporter
jg73353.t1	tab2 chloroplastic
jg73354.t1	e3 ubiquitin ligase rnf181
jg73358.t1	transcription factor gamyb isoform
jg73363.t1	trna dihydrouridine 20a synthase
jg73366.t1	photosystem ii kda
jg73370.t1	polygalacturonase
jg73371.t1	actin
jg73376.t1	f box
jg73379.t1	f box
jg73383.t1	cellulose synthase
jg73386.t1	f box skip23
jg73387.t1	o acetyltransferase
jg73389.t1	f box interaction
jg201192.t1	zinc finger ccch
jg43462.t1	o acetyltransferase
jg43460.t1	cold inducible rna binding
jg43458.t2	pentatricopeptide repeat at3g24000 mitochondrial
jg43457.t1	poly adp ribose glycohydrolase
jg43452.t1	detoxification
jg219293.t1	myb transcription factor
jg105667.t1	telomerase reverse transcriptase
jg105670.t1	adp atp translocase
jg105696.t1	calcium transporting atpase sarcoplasmic endoplasmic reticulum type
jg105697.t1	calcium transporting atpase endoplasmic reticulum type
jg162717.t1	ring type e3 ubiquitin transferase
jg162716.t1	thylakoid lumenal kda chloroplastic
jg162715.t2	polyadenylate binding isoform
jg162713.t1	zinc finger a20 an1 stress
jg162705.t1	pentatricopeptide repeat at5g40410 mitochondrial
jg162702.t1	dna damage repair toleration drt100
jg162699.t1	signal peptidase complex subunit
jg162695.t1	trna cytidine o methyltransferase
jg218077.t1	bhlh transcription factor
jg218084.t1	clustered mitochondria
jg192562.t1	chaperone dnaj gfa2 mitochondrial
jg192561.t1	60s ribosomal export nmd3
jg192559.t1	chaperone dnaj gfa2 mitochondrial
jg192544.t1	ft
jg192543.t1	ft
jg24852.t1	alpha synthase chloroplastic
jg24870.t1	thioredoxin clot
jg24871.t1	30s ribosomal chloroplastic
jg164259.t1	o fucosyltransferase
jg164253.t1	siroheme synthase
jg164252.t1	o fucosyltransferase
jg164247.t1	beta glucosidase
jg164244.t1	serine threonine kinase
jg164241.t1	oxoglutarate fe ii dependent dioxygenase
jg164987.t1	transcription factor tcp
jg164993.t1	atp synthase subunit delta mitochondrial
jg165029.t1	b3 at3g19184 isoform
jg165032.t1	ninja afp3 isoform
jg165044.t1	glycine rich rna binding mitochondrial
jg165047.t1	phosphoserine
jg165048.t1	mitochondrial substrate carrier e isoform
jg174533.t2	dexh box atp dependent rna helicase dexh14 isoform
jg174527.t1	pentatricopeptide repeat at4g18975 chloroplastic isoform
jg174519.t1	gdsl esterase lipase at1g29670
jg58047.t1	flavonoid hydroxylase
jg58024.t1	flavonoid hydroxylase
jg58016.t2	rna polymerase leo1
jg169549.t1	asterix
jg169554.t1	pre mrna splicing factor atp dependent rna helicase
jg169562.t1	plant intracellular ras group lrr
jg169563.t1	at rich interactive isoform
jg169576.t1	c2h2 zinc finger
jg169581.t1	t snare coiled coil homology
jg169582.t1	heparanase isoform
jg117826.t1	dna annealing helicase endonuclease zranb3 isoform
jg13960.t1	pentatricopeptide repeat isoform
jg4870.t1	flavin monooxygenase fmo gs ox
jg4875.t1	lrr receptor serine threonine kinase
jg2419.t1	eukaryotic translation initiation factor 5a
jg177728.t1	formin
jg110236.t1	abc transporter c
jg110212.t1	f box interaction
jg110177.t1	zinc induced facilitator isoform
jg110172.t1	f box interaction
jg110171.t1	f box kelch repeat
jg110157.t2	lon peptidase n terminal ring finger
jg215729.t1	b3
jg215732.t1	phospholipid transporting atpase
jg215733.t1	xyloglucan xylosyltransferase
jg215738.t1	vesicle transport v snare
jg215739.t1	two component response regulator aprr1
jg215749.t1	elongin c
jg215751.t1	pentatricopeptide repeat at1g74400
jg215756.t1	fucosyltransferase
jg82738.t1	peptidyl prolyl cis trans isomerase
jg82751.t1	pectinesterase
jg82762.t1	j
jg25564.t1	nac
jg25580.t1	endoplasmic reticulum membrane c16e8
jg25581.t1	endoplasmic reticulum membrane c16e8
jg118270.t1	photosynthetic ndh subunit subcomplex b chloroplastic
jg118266.t1	thioredoxin chloroplastic
jg35930.t1	high mobility group hmg box
jg184410.t1	expansin
jg184386.t1	conglutin beta
jg184389.t1	conglutin beta
jg184387.t1	conglutin beta
jg184390.t1	conglutin beta
jg184384.t1	conglutin beta
jg184382.t1	conglutin beta
jg66938.t1	chlorophyll a b binding chloroplastic
jg66925.t1	rwp rk
jg66917.t1	gdsl esterase lipase
jg175533.t1	dof type zinc finger
jg175541.t1	embryo defective
jg175559.t1	arabinosyltransferase arad1
jg209148.t1	pectinesterase inhibitor
jg209149.t2	pectinesterase inhibitor
jg209159.t1	cyclin dependent kinase c
jg209161.t1	serine threonine kinase pbl2
jg209162.t1	trigalactosyldiacylglycerol chloroplastic
jg209169.t1	ribosomal l14
jg209172.t1	cytochrome b6
jg209176.t1	rna polymerase
jg209185.t1	rint1 mag2l isoform
jg209853.t1	mini zinc finger
jg209876.t1	transcription factor myb
jg204637.t1	microtubule rp eb
jg204657.t1	gtd binding
jg204675.t1	c methyl d erythritol kinase
jg204685.t1	pentatricopeptide repeat at4g20740
jg204686.t1	ring type e3 ubiquitin transferase
jg204709.t1	proline rich receptor kinase
jg151772.t1	photosystem i p700 apoprotein a1
jg151768.t1	photosystem ii d1
jg151765.t1	testis specific y encoded
jg151759.t1	methyltransferase
jg151749.t1	nudix hydrolase isoform
jg151750.t1	nudix hydrolase isoform
jg151745.t1	nudix hydrolase isoform
jg151740.t2	nac transcription factor
jg151729.t1	pentatricopeptide repeat at1g18900 isoform
jg151725.t1	calmodulin
jg104771.t1	formyltetrahydrofolate cyclo ligase
jg104760.t1	ycf2
jg104759.t1	ycf2
jg104732.t1	dnaj b
jg104717.t1	transcription factor bhlh
jg109678.t1	abc transporter a
jg109672.t1	abc transporter a
jg109655.t1	cytochrome p450 81e8
jg109648.t1	molybdopterin synthase catalytic subunit
jg109645.t1	myb transcription factor
jg109628.t1	hydroxy methylglutarate coa lyase
jg109621.t1	n lysine methyltransferase mettl21a isoform
jg109616.t1	holliday junction resolvase moc1 chloroplastic
jg109586.t1	f box
jg109579.t1	uvrd helicase atp binding
jg109576.t1	flavonoid hydroxylase
jg109565.t1	calcium dependent kinase
jg109539.t1	crt chloroquine resistance transporter
jg109531.t1	e3 ubiquitin ligase pqt3 isoform x1
jg109519.t1	vesicle transport got1
jg109515.t1	fasciclin arabinogalactan
jg109514.t1	fasciclin arabinogalactan
jg109512.t1	abc transporter g
jg109511.t1	non specific phospholipase c2
jg109508.t1	telomerase activating est1
jg109497.t1	g type lectin s receptor serine threonine kinase
jg50636.t1	at hook motif nuclear localized
jg50652.t1	egg cell secreted
jg13955.t1	metal tolerance
jg13944.t1	ph rcc1 fyve domains isoform
jg13938.t1	pentatricopeptide repeat at5g65820
jg13923.t1	pentatricopeptide repeat at3g49710
jg13908.t1	glutamate dehydrogenase
jg13907.t1	40s ribosomal s21
jg17812.t1	pre mrna splicing factor cwc22
jg17818.t1	cellulose synthase a catalytic subunit
jg111364.t1	zinc finger ccch
jg111366.t1	heavy metal isoprenylated plant
jg111377.t1	carboxypeptidase
jg111384.t1	alanine glyoxylate aminotransferase
jg111386.t1	chromodomain helicase dna binding
jg111397.t1	leucine rich repeat receptor serine threonine kinase bam3
jg59704.t1	dead box atp dependent rna helicase
jg59677.t1	pentatricopeptide repeat at4g17915
jg59676.t1	auxin induced
jg59674.t1	xyloglucan endotransglucosylase hydrolase
jg59666.t1	polygalacturonase isoform
jg59649.t1	specific polyamine oxidase
jg168327.t1	transcription factor pif4 isoform
jg143883.t1	aldo keto reductase oxidoreductase
jg143875.t1	reticulon
jg143873.t1	oxygen evolving enhancer chloroplastic
jg143868.t1	wd repeat isoform
jg143863.t1	wd repeat isoform
jg143853.t1	membrin
jg57340.t1	tlc b
jg57351.t1	phytoene synthase chloroplastic
jg166309.t1	carboxylesterase hydroxyisoflavanone dehydratase
jg166315.t1	carboxylesterase hydroxyisoflavanone dehydratase
jg166316.t1	carboxylesterase hydroxyisoflavanone dehydratase
jg166318.t1	carboxylesterase hydroxyisoflavanone dehydratase
jg166329.t1	shikimate o hydroxycinnamoyltransferase
jg207116.t1	jason isoform
jg207133.t1	glutathione s transferase
jg207137.t1	glutathione s transferase
jg207139.t1	aspartyl protease
jg207150.t1	60s ribosomal l18a
jg187785.t1	hydroxyisobutyryl coa hydrolase mitochondrial
jg187784.t1	non specific lipid transfer a
jg187782.t1	non specific lipid transfer a
jg187781.t1	non specific lipid transfer a
jg187777.t1	subtilisin protease sbt3
jg187778.t1	subtilisin protease sbt5
jg187775.t1	vacuoleless1
jg187772.t1	vacuoleless1
jg187769.t1	cytochrome b561
jg191910.t1	sucrose synthase
jg191911.t1	beta glucan synthase
jg143049.t1	proline rich receptor kinase
jg143047.t1	duf1296
jg1094.t1	glycerol phosphate acyltransferase
jg215788.t1	ribose phosphate pyrophosphokinase
jg215786.t1	serine threonine phosphatase
jg6096.t1	mei2 isoform
jg19132.t1	mitogen kinase
jg24135.t1	xyloglucan endotransglucosylase hydrolase
jg24123.t1	protodermal factor isoform
jg24119.t1	hexosyltransferase
jg150118.t1	agamous mads box agl1 isoform
jg150124.t1	agamous mads box
jg150151.t1	at hook motif nuclear localized
jg150165.t1	50s ribosomal l14
jg150168.t1	hva22
jg35441.t1	lob
jg35447.t1	serine threonine phosphatase
jg6580.t3	main isoform
jg47633.t1	leucine rich receptor kinase
jg47650.t1	actin complex subunit
jg47680.t1	glutamyl trna gln amidotransferase subunit a
jg47700.t1	citrate synthase
jg47740.t1	hydroxycinnamoyl coenzyme a shikimate quinate hydroxycinnamoyltransferase
jg47747.t1	egg cell secreted
jg47753.t1	trichome birefringence
jg5502.t1	tryptophan synthase
jg5503.t1	atpase plasma membrane type
jg5504.t1	atpase plasma membrane type
jg5510.t1	triose phosphate translocator tpt chloroplastic
jg5521.t1	fha ddl isoform
jg164099.t1	atp dependent rna helicase
jg164103.t1	f box fbd lrr repeat
jg30701.t1	microtubule tortifolia1
jg30702.t1	dna polymerase i
jg30725.t1	pmd
jg30729.t1	serine threonine phosphatase
jg30732.t1	serine threonine kinase pbl23
jg30733.t1	serine threonine phosphatase
jg30735.t1	serine threonine phosphatase
jg101191.t1	pmd
jg157230.t1	tryptophan synthase
jg157256.t1	folate biopterin transporter
jg157260.t1	vacuolar sorting
jg157263.t1	vacuolar sorting
jg157272.t1	vacuolar sorting
jg157284.t1	fatty acid desaturase chloroplastic
jg157285.t1	purple acid phosphatase
jg157290.t1	sm atx
jg157291.t1	vacuolar sorting
jg58077.t1	heat shock kda
jg58076.t1	peptidase_s9
jg58060.t1	peptide methionine sulfoxide reductase
jg6395.t1	reactive intermediate deaminase a chloroplastic
jg6387.t1	calcium dependent kinase
jg6385.t1	translation factor sui1
jg144945.t1	augmin subunit
jg144948.t1	syntaxin
jg144964.t1	suppressor mec unc
jg36372.t1	atp synthase gamma chain chloroplastic
jg36349.t1	myb transcription factor
jg36339.t1	gdsl esterase lipase at5g55050
jg36331.t2	bromodomain phd finger isoform
jg36319.t1	gdsl esterase lipase
jg36318.t1	tetraacyldisaccharide kinase
jg36317.t1	imidazole glycerol phosphate synthase
jg36294.t1	nudix hydrolase isoform
jg62064.t1	rab3 gtpase activating catalytic subunit
jg62067.t1	small heat shock chloroplastic
jg62081.t1	pentatricopeptide repeat chloroplastic mitochondrial
jg117454.t1	40s ribosomal s5
jg117456.t1	cyclin f box
jg117457.t1	cyclin f box
jg117458.t1	cyclin f box
jg193560.t1	pentatricopeptide repeat at5g15280 mitochondrial
jg193566.t1	stigma specific stig1
jg193567.t1	gdp l galactose phosphorylase
jg74053.t1	ccr4 not transcription complex subunit
jg74054.t1	histone
jg74058.t1	alpha glucan branching enzyme
jg74059.t1	pyridoxal phosphate homeostasis
jg74078.t1	zinc finger ccch isoform
jg74084.t1	small ubiquitin modifier
jg7546.t1	ethylene responsive transcription factor
jg7560.t1	zinc finger ccch
jg7578.t1	aspartyl protease
jg113894.t1	aspartyl protease
jg113899.t1	aspartyl protease at5g10770
jg113906.t2	eh isoform
jg113907.t1	upstream activation factor subunit uaf30
jg113908.t1	grpe
jg113928.t1	t snare coiled coil homology
jg207875.t1	bpi lbp at1g04970
jg207891.t1	indole acetate o methyltransferase
jg207896.t1	transcription initiation factor tfiid subunit
jg12701.t1	cell division ftsz
jg12699.t1	v type proton atpase subunit e1
jg12693.t1	long chain alcohol o fatty acyltransferase
jg153070.t1	enhanced downy mildew isoform
jg153049.t1	upstream activation factor subunit spp27
jg1769.t1	sodium hydrogen exchanger
jg64781.t1	glycerophosphodiester phosphodiesterase
jg201670.t1	lrr nb arc disease resistance
jg201671.t1	cytokinin riboside monophosphate phosphoribohydrolase
jg201673.t1	ankyrin repeat isoform
jg201675.t1	beta xylosyltransferase
jg201677.t1	phosphoinositide phospholipase c
jg201682.t1	late blight resistance r1b
jg201684.t1	lrr nb arc disease resistance
jg201695.t1	kinesin kin 12f
jg201698.t1	tornado
jg201705.t1	heterogeneous nuclear ribonucleoprotein isoform
jg201715.t1	serine threonine kinase wnk11
jg201724.t1	frigida
jg201744.t2	wrky transcription factor
jg201745.t2	scarecrow transcription factor
jg109374.t1	zinc finger ccch
jg109378.t1	lrr nb arc disease resistance
jg109379.t1	lrr nb arc disease resistance
jg109391.t1	magnesium cobalt efflux corc
jg109393.t1	abc transporter c
jg109394.t1	abc transporter c isoform
jg109398.t1	cytochrome p450 71d11 isoform a
jg109399.t1	cytochrome p450 71d9
jg179711.t1	cytochrome p450 71d10
jg179700.t1	cytochrome p450 71d10
jg179696.t1	abc transporter c
jg179693.t1	abc transporter c
jg179680.t1	cytochrome p450 71d11
jg179679.t1	cytochrome p450 71d11
jg179676.t1	cytochrome p450 71d11
jg179672.t1	cytochrome p450 71d11
jg179671.t1	cytochrome p450 71d11
jg179666.t1	beta amyrin oxidase
jg86181.t1	30s ribosomal s10
jg86166.t1	trna
jg86160.t1	purine permease
jg41310.t1	nuclear transcription factor y subunit b
jg41318.t1	rrm
jg41326.t1	cycloeucalenol cycloisomerase
jg41328.t1	leaf rust disease resistance locus receptor kinase isoform
jg41348.t1	coumarate coa ligase
jg41350.t1	fasciclin arabinogalactan
jg147936.t1	nudix hydrolase
jg147938.t1	aldehyde dehydrogenase 22a1
jg147939.t1	nad dependent deacetylase sirtuin
jg110519.t1	nuclear transcription factor y subunit b
jg110518.t1	l type lectin receptor kinase s
jg110493.t1	poly a specific ribonuclease parn
jg110480.t1	zinc transporter
jg110479.t1	avrrpt cleavage
jg21292.t1	web at5g55860
jg21293.t2	cral trio
jg217834.t1	ribosomal rna small subunit methyltransferase f
jg217842.t1	coiled coil isoform
jg88384.t1	abc transporter g
jg88340.t1	e3 ubiquitin ligase arkadia
jg88339.t1	atp dependent clp protease binding subunit clpa chloroplastic
jg88317.t1	calcineurin b
jg88310.t1	heat shock hsp
jg88304.t1	peptidylprolyl isomerase
jg29282.t1	leucine rich repeat receptor serine threonine kinase
jg29281.t2	kinesin kin 14f isoform
jg29270.t1	uridine kinase
jg29257.t1	heavy metal isoprenylated plant
jg22356.t1	btb poz
jg22357.t1	dna directed rna polymerases i iii subunit rpac1
jg22358.t1	rna binding pno1
jg22359.t1	dna damage inducible
jg22362.t1	enhancer mrna decapping
jg22363.t1	chaperone dnaj chloroplastic
jg22373.t1	endo beta xylanase a
jg22378.t1	chaperone dnaj chloroplastic
jg105456.t1	b3 transcription factor
jg105457.t1	b3 transcription factor
jg105459.t1	b3 transcription factor
jg105460.t1	b3 transcription factor
jg105465.t2	b3 transcription factor
jg105466.t2	b3 transcription factor
jg105478.t1	amino acid permease
jg219476.t1	amino acid permease
jg219529.t1	proteasome activator complex subunit
jg219530.t1	myb transcription factor
jg219549.t1	amino acid permease
jg219551.t1	tho complex subunit
jg219560.t1	histone
jg218946.t1	nuclear transcription factor y subunit
jg218947.t1	ycf20
jg218953.t1	cyclin dependent kinase inhibitor
jg218957.t1	heterogeneous nuclear ribonucleoprotein f
jg218971.t1	chaperonin rbcx chloroplastic
jg218972.t2	ruvb
jg218975.t1	ruvb
jg218976.t1	lrr nb arc disease resistance
jg99541.t1	calmodulin binding receptor cytoplasmic kinase
jg99545.t1	alpha glucan phosphorylase
jg99548.t1	serine arginine rich splicing factor sr45a
jg99553.t1	dexh box atp dependent rna helicase dexh11 isoform
jg18617.t1	duf641
jg18615.t1	mitochondrial brown fat uncoupling
jg18613.t1	proliferating cell nuclear antigen
jg18612.t1	sugar phosphate translocator at3g11320
jg28858.t1	neutral ceramidase
jg93636.t1	transcription factor c2h2
jg51526.t1	nrt1 ptr
jg51548.t1	laccase
jg51565.t1	transcription factor divaricata
jg51568.t1	beta glucosidase
jg194031.t1	myb transcription factor
jg194035.t1	atp dependent zinc metalloprotease ftsh
jg194044.t1	phosphomethylpyrimidine synthase
jg194061.t1	cytochrome p450 86a1
jg194064.t1	anion transporter chloroplastic
jg58742.t1	aldehyde dehydrogenase
jg85588.t1	gdp mannose transporter gonst2 isoform
jg69745.t1	cell division control
jg69744.t1	pleckstrin homology
jg69743.t1	myosin
jg69739.t2	villin isoform
jg89061.t1	non specific phospholipase c1
jg89065.t1	ammonium transporter
jg89066.t1	ring type
jg1150.t1	oxo delta steroid beta reductase
jg1163.t1	nudc
jg1165.t1	smr isoform
jg1167.t1	peptidyl prolyl cis trans isomerase
jg1170.t1	ring type
jg53190.t1	receptor serine threonine kinase
jg31463.t1	smax1 isoform a
jg211735.t1	omega fatty acid desaturase endoplasmic reticulum
jg211753.t1	jacalin lectin
jg211754.t1	internal alternative nad p h ubiquinone oxidoreductase a1 mitochondrial
jg211755.t1	phd finger 5b
jg211756.t1	gibberellin beta dioxygenase
jg20149.t1	chromodomain helicase dna binding
jg36590.t1	increased dna methylation isoform
jg36586.t1	pmr5 trichome birefringence
jg36585.t1	asparagine synthetase
jg36573.t1	phosphatase
jg36572.t1	phosphatase
jg36570.t1	clathrin heavy chain
jg36566.t1	serine threonine kinase
jg36538.t1	gtp binding engb
jg36534.t1	structure specific endonuclease subunit slx1
jg36531.t1	structure specific endonuclease subunit slx1
jg182796.t1	serine threonine kinase
jg182798.t1	phosphatidate cytidylyltransferase
jg182802.t1	tyrosine trna ligase
jg182803.t1	ring type e3 ubiquitin transferase
jg182807.t1	peroxidase
jg182810.t1	tic110 chloroplastic
jg115207.t1	nuclear fusion defective
jg115197.t1	pentatricopeptide repeat chloroplastic mitochondrial
jg40586.t1	alanine glyoxylate aminotransferase mitochondrial
jg40592.t1	nuclear fusion defective
jg40597.t1	non specific serine threonine kinase
jg40618.t1	wound induced
jg40621.t1	cation h + antiporter
jg40624.t1	wrky transcription factor
jg86658.t1	cation h + antiporter
